id,bucket,role,source,mamay4_score,lapa_score,aya_score,mamay12_score,mamay4_latency_ms,lapa_latency_ms,aya_latency_ms,mamay12_latency_ms,best_of_mamay4_lapa_aya,score_var_3,cite_as_thesis
wmt22-en-uk-test-1158,translate,headline,wmt22,0.7391304347826089,0.7391304347826089,0.7391304347826089,0.7391304347826089,531.6,560.2,205.7,745.4,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1191,translate,headline,wmt22,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,310.9,377.7,137.4,440.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-12,translate,headline,wmt22,0.4380952380952381,0.3851851851851852,0.4236760124610592,0.40579710144927533,915.7,685.3,402.0,1055.4,mamay4,0.000499,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1202,translate,headline,wmt22,0.5250737463126843,0.5380116959064327,0.5294117647058824,0.6296296296296297,1150.7,1293.5,442.5,1427.3,lapa,2.9e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1208,translate,headline,wmt22,0.4708994708994709,0.4497354497354497,0.4281842818428184,0.34426229508196715,1008.4,982.9,404.9,1300.4,mamay4,0.000304,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-122,translate,headline,wmt22,0.09523809523809525,0.09523809523809525,0.09523809523809525,0.09523809523809525,352.2,369.2,120.4,501.8,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1223,translate,headline,wmt22,0.48148148148148145,0.5517241379310345,0.4727272727272727,0.49122807017543857,656.9,919.0,305.9,994.2,lapa,0.00125,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1224,translate,headline,wmt22,0.6666666666666665,0.5852417302798982,0.6666666666666666,0.6774193548387096,1004.9,1174.2,519.4,1423.9,aya,0.001473,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1225,translate,headline,wmt22,0.7801418439716311,0.758169934640523,0.7074829931972788,0.8299319727891157,526.0,623.1,250.6,752.8,mamay4,0.000926,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1234,translate,headline,wmt22,0.5132743362831858,0.46296296296296297,0.4145658263305322,0.43827160493827166,875.0,801.7,365.7,1239.1,mamay4,0.001624,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1235,translate,headline,wmt22,0.2456140350877193,0.2456140350877193,0.2413793103448276,0.2456140350877193,743.5,736.8,309.2,1058.9,mamay4+lapa,4e-06,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1237,translate,headline,wmt22,0.3730569948186528,0.4328593996840443,0.4285714285714286,0.5015873015873016,1361.2,1473.5,595.4,2371.7,lapa,0.000742,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1241,translate,headline,wmt22,0.4878048780487805,0.5185185185185186,0.5185185185185186,0.5185185185185186,488.2,492.4,227.1,690.1,lapa+aya,0.00021,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1242,translate,headline,wmt22,0.14035087719298245,0.10144927536231885,0.12403100775193798,0.12403100775193798,485.5,554.0,270.7,805.5,mamay4,0.000254,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1243,translate,headline,wmt22,0.30303030303030304,0.2916666666666667,0.456140350877193,0.27027027027027023,394.1,430.2,192.8,689.0,aya,0.005625,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1260,translate,headline,wmt22,0.41304347826086957,0.4413472706155634,0.42044134727061555,0.43986254295532645,2315.4,2457.8,979.0,3658.7,lapa,0.000144,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1280,translate,headline,wmt22,0.20289855072463767,0.27705627705627706,0.2828282828282828,0.23684210526315788,698.2,629.2,479.0,990.1,aya,0.001325,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1290,translate,headline,wmt22,0.308641975308642,0.26666666666666666,0.308641975308642,0.28571428571428575,441.2,497.4,213.2,745.4,mamay4+aya,0.000392,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1294,translate,headline,wmt22,0.3555555555555555,0.3555555555555555,0.3555555555555555,0.5116279069767442,530.6,614.3,231.7,806.4,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1308,translate,headline,wmt22,0.26455026455026454,0.24875621890547264,0.17647058823529413,0.19047619047619047,751.4,926.2,327.5,1053.2,mamay4,0.00147,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-131,translate,headline,wmt22,0.4318181818181818,0.4772727272727273,0.4318181818181818,0.30711610486891383,883.6,1042.4,385.5,1175.8,lapa,0.000459,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1311,translate,headline,wmt22,0.4597701149425287,0.4597701149425287,0.4597701149425287,0.3728813559322034,532.4,553.7,251.0,867.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1317,translate,headline,wmt22,0.12121212121212122,0.11594202898550723,0.11594202898550723,0.3194444444444444,399.6,430.4,174.3,558.7,mamay4,6e-06,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1320,translate,headline,wmt22,0.9534883720930233,0.9534883720930233,0.8062015503875969,0.9534883720930233,785.1,737.5,308.3,1123.0,mamay4+lapa,0.004821,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1328,translate,headline,wmt22,0.4912280701754386,0.43333333333333335,0.31884057971014496,0.43333333333333335,352.6,552.9,155.7,496.6,mamay4,0.005131,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1335,translate,headline,wmt22,0.6388888888888888,0.5957446808510638,0.5234567901234567,0.5925925925925926,1310.6,1225.8,480.2,1793.2,mamay4,0.002268,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1340,translate,headline,wmt22,0.5213675213675214,0.47008547008547014,0.40350877192982465,0.49350649350649356,707.7,804.3,271.3,928.8,mamay4,0.002328,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1345,translate,headline,wmt22,0.8709677419354839,0.8709677419354839,0.8709677419354839,0.8709677419354839,575.7,675.5,270.8,815.3,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-135,translate,headline,wmt22,0.5233644859813084,0.48433048433048426,0.5309734513274337,0.6606060606060606,1060.5,1227.8,480.4,1502.0,aya,0.000417,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1360,translate,headline,wmt22,0.42708333333333337,0.4222222222222222,0.44808743169398907,0.40437158469945356,753.4,620.5,290.1,1062.0,aya,0.000126,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1361,translate,headline,wmt22,0.6894586894586895,0.7675070028011204,0.7338935574229691,0.6836158192090396,1191.6,1241.0,481.7,1666.5,lapa,0.001022,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-137,translate,headline,wmt22,0.391304347826087,0.45390070921985815,0.3945578231292517,0.3945578231292517,488.0,496.9,212.1,694.5,lapa,0.000828,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1372,translate,headline,wmt22,0.5502645502645503,0.5053763440860215,0.4462809917355372,0.48533333333333334,1396.0,1425.5,557.8,1821.9,mamay4,0.001813,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1374,translate,headline,wmt22,0.10256410256410257,0.10256410256410257,0.11428571428571428,0.12280701754385966,655.3,754.3,271.3,875.8,aya,3.1e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1377,translate,headline,wmt22,0.34013605442176864,0.34013605442176864,0.3205128205128205,0.34013605442176864,493.8,565.8,212.6,696.2,mamay4+lapa,8.6e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1382,translate,headline,wmt22,0.5723270440251572,0.6204620462046205,0.5660377358490567,0.6266666666666667,1047.6,994.3,462.2,1306.7,lapa,0.000591,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1389,translate,headline,wmt22,0.20238095238095238,0.1990049751243781,0.16425120772946858,0.21874999999999997,525.5,558.2,212.3,807.4,mamay4,0.000297,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1401,translate,headline,wmt22,0.1313131313131313,0.1313131313131313,0.11282051282051282,0.1313131313131313,443.5,437.8,193.1,627.0,mamay4+lapa,7.6e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1402,translate,headline,wmt22,0.33962264150943394,0.3888888888888889,0.41212121212121217,0.511904761904762,528.1,502.8,251.0,752.1,aya,0.000914,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-141,translate,headline,wmt22,0.34782608695652173,0.34782608695652173,0.37681159420289856,0.37681159420289856,306.4,441.5,137.7,439.8,aya,0.000187,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1410,translate,headline,wmt22,0.2893081761006289,0.2893081761006289,0.3333333333333333,0.27450980392156865,394.0,441.5,172.3,566.8,aya,0.000431,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1423,translate,headline,wmt22,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.6041666666666666,395.8,378.1,121.2,571.1,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1448,translate,headline,wmt22,0.5282331511839709,0.6057347670250895,0.5500910746812386,0.6373626373626373,1621.4,1527.6,615.2,2245.8,lapa,0.001064,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-145,translate,headline,wmt22,0.24175824175824176,0.3603603603603604,0.24175824175824176,0.2397003745318352,742.2,1107.0,308.2,1064.5,lapa,0.003126,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1452,translate,headline,wmt22,0.23611111111111108,0.2222222222222222,0.2222222222222222,0.2222222222222222,527.8,371.0,155.6,443.7,mamay4,4.3e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-146,translate,headline,wmt22,0.1515151515151515,0.12280701754385966,0.14814814814814817,0.12280701754385966,529.9,370.4,250.9,508.0,mamay4,0.000164,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1460,translate,headline,wmt22,0.34502923976608185,0.35327635327635326,0.369047619047619,0.3563218390804598,1048.5,1044.9,422.7,1510.5,aya,9.9e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1464,translate,headline,wmt22,0.24113475177304966,0.2695035460992908,0.2695035460992908,0.24113475177304966,400.0,370.3,164.6,565.3,lapa+aya,0.000179,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1465,translate,headline,wmt22,0.6512820512820513,0.6666666666666667,0.7040000000000001,0.6666666666666667,915.7,861.3,357.4,1317.1,aya,0.00049,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1468,translate,headline,wmt22,0.28125000000000006,0.2142857142857143,0.24657534246575344,0.27450980392156865,871.6,1047.4,366.1,1188.2,mamay4,0.000748,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1484,translate,headline,wmt22,0.3703703703703704,0.40476190476190477,0.3703703703703704,0.3703703703703704,438.0,498.8,174.6,627.4,lapa,0.000263,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-150,translate,headline,wmt22,0.28717948717948716,0.3186274509803922,0.25862068965517243,0.3160493827160494,1007.0,1042.7,327.9,1490.6,lapa,0.000601,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1500,translate,headline,wmt22,0.5511811023622047,0.5282051282051282,0.6414141414141414,0.5364583333333334,1177.2,1164.2,519.3,1605.3,aya,0.002387,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1506,translate,headline,wmt22,0.3971631205673759,0.4255319148936171,0.4255319148936171,0.4255319148936171,742.0,797.7,385.0,1049.8,lapa+aya,0.000179,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1531,translate,headline,wmt22,0.31428571428571433,0.3897435897435898,0.29951690821256044,0.3880597014925373,577.2,560.0,270.1,805.0,lapa,0.001561,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1532,translate,headline,wmt22,0.5570776255707762,0.6210045662100456,0.6210045662100456,0.6210045662100456,709.4,749.2,289.5,995.7,lapa+aya,0.000908,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1538,translate,headline,wmt22,0.07017543859649122,0.05555555555555555,0.0,0.05555555555555555,310.7,308.3,85.9,374.1,mamay4,0.000914,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1552,translate,headline,wmt22,0.7523809523809524,0.7631578947368423,0.7523809523809524,0.7523809523809524,654.9,797.7,262.7,927.4,lapa,2.6e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1555,translate,headline,wmt22,0.038461538461538464,0.038461538461538464,0.04,0.03773584905660377,834.2,919.9,404.6,1234.2,aya,1e-06,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1557,translate,headline,wmt22,0.08888888888888889,0.0392156862745098,0.08465608465608465,0.08080808080808081,1664.9,1353.6,519.8,2385.2,mamay4,0.000506,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1563,translate,headline,wmt22,0.3809523809523809,0.37037037037037035,0.37037037037037035,0.37037037037037035,443.7,492.1,174.0,629.0,mamay4,2.5e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1565,translate,headline,wmt22,1.0,1.0,1.0,1.0,400.7,369.6,154.3,563.7,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1566,translate,headline,wmt22,0.5104166666666666,0.625,0.5988700564971752,0.625,708.9,797.6,271.5,947.0,lapa,0.002404,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-157,translate,headline,wmt22,0.45410628019323673,0.4251207729468599,0.460093896713615,0.4251207729468599,575.9,613.1,231.0,814.8,aya,0.000233,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-158,translate,headline,wmt22,0.40211640211640215,0.3978494623655913,0.3978494623655913,0.3978494623655913,575.6,553.7,233.2,750.8,mamay4,4e-06,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1595,translate,headline,wmt22,0.29239766081871343,0.3218390804597701,0.32,0.30769230769230765,569.6,614.4,269.9,751.8,lapa,0.000181,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1600,translate,headline,wmt22,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,524.1,621.1,212.8,752.0,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1603,translate,headline,wmt22,0.8115942028985507,0.9130434782608695,1.0,0.9130434782608695,487.1,553.4,231.8,814.1,aya,0.005928,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1606,translate,headline,wmt22,0.3391812865497076,0.3097112860892388,0.3502824858757062,0.34375,1449.8,1597.7,653.0,2205.0,aya,0.000293,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-161,translate,headline,wmt22,0.7042253521126761,0.7042253521126761,0.7268518518518519,0.7042253521126761,1009.1,1103.8,462.2,1423.1,aya,0.000114,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1611,translate,headline,wmt22,0.5603864734299516,0.5523809523809524,0.5128205128205129,0.4000000000000001,619.9,737.6,270.4,988.5,mamay4,0.000432,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1619,translate,headline,wmt22,0.8070175438596492,0.6814814814814815,0.7865168539325842,0.7441860465116279,877.5,927.0,367.2,1428.3,mamay4,0.003024,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1640,translate,headline,wmt22,0.8030303030303031,0.68,0.6956521739130435,0.7333333333333333,532.2,797.7,270.5,987.8,mamay4,0.00299,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1641,translate,headline,wmt22,0.39473684210526316,0.4649122807017544,0.4251207729468599,0.4649122807017544,706.6,615.8,232.5,926.5,lapa,0.000826,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1672,translate,headline,wmt22,0.7333333333333334,0.7333333333333334,0.6000000000000001,0.7333333333333334,356.3,491.7,193.1,496.5,mamay4+lapa,0.003951,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1681,translate,headline,wmt22,0.5,0.5,0.5591397849462364,0.5591397849462364,265.4,371.9,136.0,434.7,aya,0.000777,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1693,translate,headline,wmt22,0.6021505376344085,0.6021505376344085,0.5858585858585857,0.6021505376344085,481.7,620.2,193.4,687.0,mamay4+lapa,5.9e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-17,translate,headline,wmt22,0.6637168141592921,0.6370370370370371,0.604992657856094,0.6379585326953747,1928.6,1658.4,748.9,2362.4,mamay4,0.000576,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1704,translate,headline,wmt22,0.5384615384615384,0.4861111111111111,0.4897959183673469,0.4897959183673469,532.0,494.2,213.2,743.6,mamay4,0.000569,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1709,translate,headline,wmt22,0.38784067085953877,0.4181818181818182,0.362087326943557,0.45245245245245247,2373.0,2145.8,864.5,3335.6,lapa,0.000526,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1712,translate,headline,wmt22,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,438.3,436.8,193.3,620.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1719,translate,headline,wmt22,0.5094850948509485,0.519774011299435,0.5094850948509485,0.519774011299435,795.8,684.8,289.7,1050.6,lapa,2.4e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1729,translate,headline,wmt22,0.6436781609195402,0.5833333333333334,0.6436781609195402,0.6436781609195402,399.1,494.1,192.7,557.2,mamay4+aya,0.000809,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1735,translate,headline,wmt22,0.17460317460317462,0.23280423280423282,0.22988505747126436,0.2222222222222222,355.2,737.7,270.8,873.4,lapa,0.000717,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1737,translate,headline,wmt22,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,180.0,247.8,86.4,252.2,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1747,translate,headline,wmt22,0.22580645161290322,0.3047619047619048,0.26262626262626265,0.2857142857142857,752.1,743.0,300.2,1073.7,lapa,0.001041,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1750,translate,headline,wmt22,0.2046204620462046,0.23270440251572327,0.26241134751773054,0.22629969418960244,1061.1,1126.9,443.6,1691.4,aya,0.000557,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1754,translate,headline,wmt22,0.3163841807909604,0.3103448275862069,0.3103448275862069,0.3103448275862069,570.6,565.7,207.9,756.1,mamay4,8e-06,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1762,translate,headline,wmt22,0.37254901960784315,0.36666666666666664,0.4234234234234234,0.36666666666666664,1223.6,1127.0,596.3,1759.4,aya,0.000649,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1765,translate,headline,wmt22,0.6153846153846153,0.6153846153846153,0.6163522012578616,0.6153846153846153,395.5,559.2,193.2,572.6,aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1766,translate,headline,wmt22,0.338235294117647,0.3903508771929825,0.3626666666666667,0.3333333333333333,1272.7,1558.2,423.9,1685.3,lapa,0.000453,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1769,translate,headline,wmt22,0.21825396825396823,0.26510721247563357,0.21825396825396823,0.2113821138211382,744.2,814.7,366.0,1069.7,lapa,0.000488,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1783,translate,headline,wmt22,0.7474178403755868,0.704014939309057,0.7185185185185186,0.7071290944123315,2241.0,1959.2,864.5,3064.5,mamay4,0.000325,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1798,translate,headline,wmt22,0.4261168384879725,0.4810996563573883,0.41403508771929826,0.4210526315789474,747.7,736.3,289.9,1064.8,lapa,0.000852,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-180,translate,headline,wmt22,0.40909090909090906,0.4255319148936171,0.42028985507246375,0.45390070921985815,657.7,806.3,328.2,1005.5,lapa,4.7e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1822,translate,headline,wmt22,0.8538011695906432,0.8187134502923976,0.7999999999999999,0.8187134502923976,480.8,493.1,212.1,692.2,mamay4,0.000497,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1847,translate,headline,wmt22,0.3746556473829201,0.4804804804804805,0.3746556473829201,0.3801652892561984,928.6,1048.6,385.2,1757.1,lapa,0.002489,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1850,translate,headline,wmt22,0.4666666666666667,0.41350210970464135,0.41350210970464135,0.3859649122807018,666.4,683.7,289.1,879.8,mamay4,0.000628,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1857,translate,headline,wmt22,0.40437158469945356,0.4292237442922374,0.417910447761194,0.4262295081967213,747.2,920.0,404.4,1057.4,lapa,0.000103,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1872,translate,headline,wmt22,0.5925925925925926,0.5992509363295879,0.5992509363295879,0.6287878787878788,922.4,929.1,385.8,1296.0,lapa+aya,1e-05,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1881,translate,headline,wmt22,0.7272727272727272,0.7272727272727272,0.7272727272727272,0.7272727272727272,577.0,615.3,212.6,804.0,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1894,translate,headline,wmt22,0.7597402597402598,0.7333333333333332,0.7493540051679586,0.7331142752829499,6155.1,5655.1,2526.9,8447.0,mamay4,0.000118,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1896,translate,headline,wmt22,0.3166666666666667,0.37681159420289856,0.20408163265306123,0.3166666666666667,398.8,616.5,232.8,558.7,lapa,0.005125,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1898,translate,headline,wmt22,0.16666666666666666,0.15686274509803919,0.101010101010101,0.11494252873563218,308.5,433.3,173.8,374.2,mamay4,0.000836,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1899,translate,headline,wmt22,0.8840579710144928,0.8260869565217391,0.8260869565217391,0.8260869565217391,436.6,499.9,173.6,619.8,mamay4,0.000747,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-19,translate,headline,wmt22,0.47500000000000003,0.4200913242009132,0.5225225225225224,0.4210526315789474,705.8,684.7,271.4,928.1,aya,0.001752,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
wmt22-en-uk-test-1901,translate,headline,wmt22,0.46808510638297873,0.46808510638297873,0.46808510638297873,0.782608695652174,708.6,747.4,309.7,1251.5,mamay4+lapa+aya,0.0,NO — screening pass sliced to frozen mixed_ua_v6 ids; official 3× bake-off not scored yet
